AnnualSpending,FrequencyOfPurchases,TimeSinceLastPurchase,AverageOrderValue,PreferredCategory,LoyaltyScore,DiscountSensitivity,PreferredPaymentMethod,CustomerRegion,AgeGroup,Cluster,DBSCAN_Cluster,Hierarchical_Cluster,KMeans_Cluster
-0.8880846616436997,-1.0342600731579046,1.4852466638825026,-0.4877843902236069,1,-1.2504452249034717,0.8882227332438684,1,4,2,0,0,0,0
-0.8774621860456165,-1.0342600731579046,2.228736924531524,-0.4739145518062123,1,-1.2424621722556208,0.8775252093422136,3,0,0,0,0,0,0
-0.8152641489498963,-0.5431934002438649,1.3486223852162296,-0.5223466148910265,3,-0.916999256612464,0.815397282067216,3,3,0,0,0,0,0
-0.8445046440858233,-1.0342600731579046,1.7028923171066819,-0.4308763147726071,0,-1.217898933339156,0.8446097511832746,4,3,2,0,0,0,0
-0.930836847384133,-0.7887267367008847,2.0333324329506914,-0.5869119969682961,0,-1.142981054643939,0.9310128288504892,3,1,4,0,0,0,0
-0.845303788662068,-0.5431934002438649,1.6584099938199888,-0.5458803916501704,1,-0.9397202526101938,0.845432637637248,3,4,0,0,0,0,0
-0.8743680621734898,-0.2976600637868451,1.096026335123934,-0.5933332184578306,2,-0.8218167058111634,0.8742336635263197,1,1,0,0,0,0,0
-0.8863265435759614,-0.7887267367008847,0.8354870130161577,-0.5433119030543567,8,-1.1098206821067116,0.8861655171089348,2,1,4,0,0,0,0
-0.8335174307067875,-1.0342600731579046,1.8411052501760514,-0.41652488474349747,1,-1.209915880691305,0.8335007840546323,1,0,2,0,0,0,0
-0.81633377322887,-0.2976600637868451,1.6949490450912008,-0.5554480116695769,9,-0.7782169567344386,0.8162201685211893,2,2,2,0,0,0,0
-0.820419656011003,-0.5431934002438649,0.5352313308309761,-0.5263759313757094,4,-0.9212978234228453,0.820334600791057,4,4,1,0,0,0,2
-0.8929778853567056,-1.2797934096149244,0.9117424243647753,-0.3828455780308889,9,-1.39414017256479,0.8931600519677093,3,2,4,0,0,0,0
-0.8712575455921067,-0.2976600637868451,1.30255140752644,-0.5913105336886273,5,-0.819360381919517,0.8713535609374122,4,3,4,0,0,0,0
-0.8450087198954546,-1.0342600731579046,-0.43225920065460877,-0.4315344899752844,3,-1.2185130143120677,0.845021194410261,2,1,2,0,0,0,2
-0.8186082616381817,-0.7887267367008847,0.19525928856838978,-0.47699673812118887,2,-1.059466042327959,0.8186888278831098,0,3,4,0,0,0,2
-0.8782244470260346,-1.0342600731579046,0.20161390618077446,-0.47490984113709017,4,-1.2430762532285322,0.8783480957961868,3,3,0,0,0,0,2
-0.8661962966092237,0.930006618498254,2.0126799257104406,-0.6465490915523481,6,-0.1180799108544507,0.8660047989865848,3,1,0,0,0,0,0
-0.9039241169626007,-0.5431934002438649,0.43514610343591575,-0.5918081783540662,8,-0.9833200016869185,0.9038575758693647,1,2,2,0,0,0,2
-0.9076083783679542,-0.7887267367008847,1.045189394224856,-0.56416481984162,9,-1.1257867874024134,0.9075605649122449,0,4,3,0,0,0,0
-0.8252882906601244,-0.5431934002438649,1.8649350662224942,-0.5301965581619824,3,-0.9243682282874033,0.8252719195148975,1,2,1,0,0,0,0
-0.8030065006034972,-0.2976600637868451,0.2286210310334098,-0.5467472565512577,5,-0.7683916611678527,0.803053985257614,2,4,3,0,0,0,2
-0.86153666900312,-0.7887267367008847,-0.15901064332206252,-0.5190396858239162,1,-1.091398252919363,0.8614789234897308,0,2,1,0,0,0,2
-0.8174607719902407,-1.2797934096149244,2.198552490872696,-0.23493274101946107,6,-1.3376447230569215,0.8174544982021495,3,0,3,0,0,0,0
-0.8437669721692899,-1.0342600731579046,1.5011332079134647,-0.42991313154917693,4,-1.2172848523662445,0.8437868647293008,4,1,0,0,0,0,0
-0.8850233231900856,-0.7887267367008847,-0.006499820624827629,-0.5420437118101736,5,-1.1085925201608882,0.8849311874279745,3,3,1,0,0,0,2
-0.843775168523918,-1.0342600731579046,1.829984669354378,-0.42992918460290075,5,-1.2172848523662445,0.8437868647293008,2,1,2,0,0,0,0
-0.7955560142465083,-0.5431934002438649,1.7378427139747987,-0.5069035772086959,8,-0.9022613132625852,0.7956480071718525,4,0,0,0,0,0,0
-0.8600531288154248,-0.2976600637868451,1.8824102646565521,-0.5839903411905579,8,-0.8107632482987542,0.8602445938087705,4,2,4,0,0,0,0
-0.7944658990809643,-1.5253267460719442,0.2762806631262959,0.33700545705337914,4,-1.459846836666333,0.7944136774908922,2,3,1,0,0,0,2
-0.9659459324338155,-1.0342600731579046,0.7687635280861174,-0.5894483794566622,8,-1.3087829173300753,0.9659855031443616,3,3,4,0,0,0,2
-0.8249030619926013,-0.7887267367008847,1.4709487742546368,-0.483161110751142,3,-1.0637646091383404,0.8248604762879111,0,3,0,0,0,0,0
-0.8550205670737405,-0.5431934002438649,0.6035434701641126,-0.5534895391152689,6,-0.9470892242851332,0.854895831857943,2,1,0,0,0,0,2
-0.870839531506071,-1.0342600731579046,-0.3131101204223939,-0.46526195584906455,7,-1.2375495244723278,0.8709421177104253,0,2,4,0,0,0,2
-0.8548238545626649,-1.5253267460719442,-0.1224715920508499,0.10057608180871787,0,-1.504674747688881,0.854895831857943,0,3,2,0,0,0,2
-0.940041353631546,-1.0342600731579046,1.1945229081158986,-0.5556245952605392,7,-1.2891323261969034,0.9400645798441973,2,4,2,0,0,0,0
-0.8675896768960094,-1.2797934096149244,0.5590611468774191,-0.33311321759444396,9,-1.37510366240453,0.8676505718945314,3,1,4,0,0,0,2
-0.8439513901484231,-0.5431934002438649,-0.49739403118155295,-0.5448208901043973,6,-0.9384920906643706,0.8437868647293008,3,3,2,0,0,0,2
-0.7980190188122676,-1.2797934096149244,1.6790625010602391,-0.1968709506402452,1,-1.3229067797070424,0.798116666533773,2,2,2,0,0,0,0
-0.879826834355838,-1.0342600731579046,0.678210227109634,-0.47699673812118887,2,-1.2443044151743554,0.879993868704134,2,3,1,0,0,0,2
-0.8917197449212844,-1.2797934096149244,0.38430916253683733,-0.38037340775741807,2,-1.3929120106189667,0.891925722286749,0,2,2,0,0,0,2
-0.8791506350990156,-0.5431934002438649,1.526551678363004,-0.5724000364019481,7,-0.96489757249957,0.8791709822501601,0,0,3,0,0,0,0
-0.821071266203941,-1.2797934096149244,0.7878273809232716,-0.24201213771167293,1,-1.340101046948568,0.8211574872450303,0,1,1,0,0,0,2
-0.8451111743283064,-1.0342600731579046,1.4741260830608296,-0.43166291440507515,6,-1.2185130143120677,0.845021194410261,0,1,1,0,0,0,0
-0.8802981247469567,-0.5431934002438649,-0.47515286953820607,-0.5732990074104829,9,-0.9655116534724816,0.8804053119311204,2,0,3,0,0,0,2
-0.8375500371838376,-0.7887267367008847,-0.4862734503598795,-0.49555406822594356,5,-1.073589904704926,0.8376152163245001,0,3,2,0,0,0,2
-0.8546066511650188,0.6844732820412341,1.088083063108453,-0.6349908928711858,9,-0.24887915808462518,0.8544843886309561,3,1,1,0,0,0,0
-0.8188910358728528,-1.2797934096149244,2.295460409461564,-0.23774202542113243,2,-1.3382588040298329,0.8186888278831098,0,3,3,0,0,0,0
-0.8873592842591084,-1.5253267460719442,0.26516008230462246,-0.026869111704818604,7,-1.5292379866053456,0.887399846789895,4,1,2,0,0,0,2
-0.8720157083952106,-1.2797934096149244,1.439175686192713,-0.3417818666053156,9,-1.3781740672690879,0.8721764473913856,4,3,0,0,0,0,0
-0.874654934585475,-1.0342600731579046,-0.02079771025269339,-0.4702384025034537,8,-1.2406199293368858,0.8746451067533061,4,0,4,0,0,0,2
-0.9185628063284774,-1.2797934096149244,0.3779545449244524,-0.4329632117567059,4,-1.41317668272505,0.9186695320408872,1,1,2,0,0,0,2
-0.846451278310009,-1.5253267460719442,-0.28928030437595087,0.13337247056651547,5,-1.4985339379597649,0.8462555240912213,1,4,1,0,0,0,2
-0.8478856403699353,-0.2976600637868451,2.00473665369496,-0.5760601326509828,7,-0.8021661146779916,0.8479012969991685,4,3,3,0,0,0,0
-0.858376974293968,-0.2976600637868451,0.3747772361182601,-0.582898733537337,5,-0.809535086352931,0.8581873776738369,3,1,3,0,0,0,2
-0.8682003053158065,0.1934066091271945,0.14601100207240755,-0.6211852666686867,7,-0.5381112963259964,0.8680620151215184,1,3,4,0,0,0,2
-0.9165915830404072,-1.0342600731579046,1.575799964858986,-0.5249953687554594,2,-1.2719380589553784,0.9166123159059536,0,1,1,0,0,0,0
-0.8758229151199864,-0.5431934002438649,0.05704635549902037,-0.5697833886449627,3,-0.9624412486079236,0.8758794364342664,3,3,2,0,0,0,2
-0.8726304349923218,-0.05212672732982529,0.17301812692504293,-0.6100123412768966,1,-0.6805780820414915,0.8725878906183725,4,1,2,0,0,0,2
-0.8914656579278117,-0.7887267367008847,-0.21620220183352573,-0.5483525619236412,9,-1.1135051679441812,0.8915142790597621,4,3,0,0,0,0,2
-0.8651963413445893,0.1934066091271945,2.239857505353197,-0.6197244387798175,5,-0.53565497243435,0.8651819125326116,4,3,2,0,0,0,0
-0.8420252468108078,-0.7887267367008847,0.19525928856838978,-0.49993655189255093,7,-1.0766603095694844,0.8421410918213541,0,4,2,0,0,0,2
-0.7812861608388983,-0.5431934002438649,2.333588115135873,-0.4957306518169058,9,-0.8918219367230876,0.7812474942273169,2,4,3,0,0,0,0
-0.8514305637466105,-1.0342600731579046,-0.009677129431019957,-0.43991418401912696,1,-1.2234256620953605,0.8516042860420486,0,4,2,0,0,0,2
-0.848029076575928,-0.7887267367008847,-0.4545003622979555,-0.505811969555475,9,-1.0809588763798657,0.8479012969991685,1,1,2,0,0,0,2
-0.861635025258658,-1.0342600731579046,2.047630322578557,-0.45323821860991115,0,-1.2307946337703,0.8614789234897308,0,2,1,0,0,0,0
-0.9372218076394622,-1.0342600731579046,1.1452746216199166,-0.5519323929040568,1,-1.2872900832781689,0.9371844772552905,0,2,4,0,0,0,0
-0.8596719983252159,-0.2976600637868451,0.49233766194737877,-0.5837495453847004,8,-0.8107632482987542,0.8598331505817836,2,2,3,0,0,0,2
-0.8561188785939127,-1.0342600731579046,0.9546360932483726,-0.4460464505416325,1,-1.2264960669599188,0.8561301615389028,2,4,4,0,0,0,0
-0.757639677736684,-0.7887267367008847,0.23179833983960213,-0.41729543132224156,9,-1.0134099693595877,0.7577952302890726,3,1,3,0,0,0,2
-0.8664708744892666,-0.5431934002438649,1.30255140752644,-0.5624631961468934,9,-0.9550722769329841,0.8664162422135712,4,4,2,0,0,0,0
-0.846229976735049,-1.2797934096149244,1.2501258122242658,-0.29127895959012656,1,-1.3591375571088278,0.8462555240912213,1,0,1,0,0,0,0
-0.8600080488649702,-1.2797934096149244,-0.28451434116666224,-0.3182801959536192,5,-1.3689628526754138,0.8598331505817836,1,4,1,0,0,0,2
-0.9064813796065835,-0.7887267367008847,2.0905239914621547,-0.5630571591346754,8,-1.1245586254565902,0.9063262352312852,1,1,3,0,0,0,0
-0.8117520109917338,-0.7887267367008847,0.8037139249542335,-0.4702865616646253,5,-1.0539393135717543,0.8116942930243353,1,2,3,0,0,0,2
-0.8277717861124539,-0.7887267367008847,0.04433712027425077,-0.4859703951528134,2,-1.0662209330299868,0.827740578876818,0,3,2,0,0,0,2
-0.8261693987826506,-0.7887267367008847,0.3652453096996828,-0.48439719588787744,6,-1.0649927710841636,0.8260948059688714,3,0,3,0,0,0,2
-0.8958548058311864,-1.2797934096149244,1.9634316392144586,-0.38848019988795546,9,-1.395982415483525,0.8960401545566168,4,0,0,0,0,0,0
-0.8010967499751381,-0.7887267367008847,0.5828909629238621,-0.4598520767441317,7,-1.0459562609239035,0.8009967691226805,4,1,1,0,0,0,2
-0.9160383291030071,-0.7887267367008847,1.0944376807208382,-0.5724160894556719,5,-1.1319275971315297,0.9162008726789667,3,1,3,0,0,0,0
-0.8345337786806781,-1.5253267460719442,2.1969638364695996,0.18005475079543154,2,-1.4899368043390022,0.8347351137355926,3,3,1,0,0,0,0
-0.7688154072721672,-1.0342600731579046,1.350211039619326,-0.3320537160486708,5,-1.1614034838312872,0.7689041974177149,0,1,0,0,0,0,0
-0.8991784276329015,-1.2797934096149244,1.4185231789524626,-0.394997739699833,7,-1.3984387393751714,0.8993317003725106,1,3,1,0,0,0,0
-0.8817939594665942,-0.7887267367008847,0.19684794297148595,-0.5388812602265778,5,-1.1061361962692418,0.8816396416120806,1,1,2,0,0,0,2
-0.8545000985548528,-1.0342600731579046,1.397870671712212,-0.44392744745008605,0,-1.2252679050140955,0.8544843886309561,1,2,4,0,0,0,0
-0.8792203041133548,-1.2797934096149244,0.6130753965826898,-0.3558925008285677,7,-1.3837007960252927,0.8791709822501601,0,0,1,0,0,0,2
-0.9221364169463512,-0.7887267367008847,2.0921126458652504,-0.578387825440939,6,-1.1362261639419111,0.921961077856781,3,1,0,0,0,0,0
-0.8557746316995303,-0.7887267367008847,-0.14312409929110062,-0.5134050639668497,6,-1.0870996861089817,0.8557187183119164,3,3,4,0,0,0,2
-0.9021209189444075,-0.5431934002438649,0.30328778797893124,-0.5903955096263686,2,-0.9820918397410953,0.9022118029614175,4,4,0,0,0,0,2
-0.8391770135775254,-1.2797934096149244,-0.32423070124406717,-0.2774733333876273,4,-1.3536108283526234,0.8392609892324466,0,2,3,0,0,0,2
-0.896264623562594,-1.2797934096149244,0.5765363453114772,-0.38928285257414724,4,-1.3965964964564364,0.8964515977836032,1,0,2,0,0,0,2
-0.7950683311461334,0.1934066091271945,-0.08910984958582988,-0.5853869568645317,7,-0.48345808973686255,0.7952365639448661,0,1,3,0,0,0,2
-0.8906870042381374,-1.2797934096149244,1.9030627718968032,-0.3783507229882147,6,-1.3922979296460551,0.8906913926057888,3,4,1,0,0,0,0
-0.8717862104656223,-0.2976600637868451,2.1318290059426555,-0.5916476478168278,3,-0.8199744628924286,0.8717650041643992,4,4,1,0,0,0,0
-0.8252473088869837,-1.5253267460719442,1.4010479805184044,0.21643097053364457,6,-1.482567832664063,0.8252719195148975,3,1,2,0,0,0,0
-0.9090304458959384,0.1934066091271945,-0.2177908562366219,-0.6411873716085866,1,-0.5682012639986658,0.9092063378201921,0,0,3,0,0,0,2
-0.8492626279474647,-0.7887267367008847,0.46374188269164723,-0.5070159485847627,4,-1.0821870383256886,0.8491356266801288,0,1,1,0,0,0,2
-0.8050187056647081,-1.2797934096149244,2.2446234685624855,-0.21056420546667756,8,-1.328433508463247,0.8051112013925475,4,0,1,0,0,0,0
-0.9244641816607458,-0.5431934002438649,-0.12406024645394635,-0.6078933381853502,9,-0.9986720260097088,0.9244297372187016,0,1,4,0,0,0,2
-0.851020746015203,-0.2976600637868451,1.078551136689876,-0.5780988704739101,9,-0.8040083575967265,0.8511928428150624,4,4,4,0,0,0,0
-0.8479348184977044,-1.0342600731579046,0.4955149707535711,-0.4353551167615574,5,-1.2203552572308025,0.8479012969991685,0,2,1,0,0,0,2
-0.8265464310955456,-1.2797934096149244,2.34312004155445,-0.2527355775991956,9,-1.3443996137589491,0.8265062491958577,2,4,4,0,0,0,0
-0.9092804347120969,-1.0342600731579046,0.30328778797893124,-0.5154598548435007,2,-1.2664113301991737,0.9092063378201921,2,2,3,0,0,0,2
-0.9127024127693499,-0.05212672732982529,-0.3766562965462417,-0.6324384573290959,5,-0.7106680497141608,0.912497883636086,0,2,3,0,0,0,2
-0.8371975939348271,-1.2797934096149244,1.4947785903010802,-0.2735884943864589,7,-1.3523826664068002,0.8372037730975131,0,4,4,0,0,0,0
-0.8464143947141824,-0.5431934002438649,0.42084821380805,-0.5467472565512577,6,-0.9403343335831054,0.8462555240912213,2,4,0,0,0,0,2
-0.8483200471652274,-0.5431934002438649,1.367686238053384,-0.5482401905475744,4,-0.9415624955289286,0.8483127402261549,4,3,1,0,0,0,0
-0.8443898951210292,-1.0342600731579046,-0.21461354743042957,-0.43073183728909253,0,-1.217898933339156,0.8441983079562877,3,1,3,0,0,0,2
-0.8864535870726977,-1.2797934096149244,0.983231872504104,-0.3700673472667152,9,-1.389227524781497,0.8865769603359217,4,0,4,0,0,0,0
-0.8490659154363891,-1.5253267460719442,0.5590611468774191,0.12313062229070791,5,-1.5003761808784997,0.8491356266801288,3,0,1,0,0,0,2
-0.8465742236294314,-1.0342600731579046,1.0213595781784128,-0.43357322779821167,0,-1.219741176257891,0.8466669673182082,0,2,1,0,0,0,0
-0.8878633600687397,-0.5431934002438649,1.926892587943246,-0.5792225842345785,5,-0.9710383822286862,0.887811290016882,0,4,2,0,0,0,0
-0.7821221890109696,-0.5431934002438649,2.268453284608929,-0.4963727739658593,6,-0.8924360176959993,0.7820703806812902,4,1,1,0,0,0,0
-0.8391688172228973,-0.7887267367008847,1.6409347953859301,-0.4971272674908796,1,-1.0748180666507494,0.8392609892324466,3,3,1,0,0,0,0
-0.9074075676795647,-0.2976600637868451,1.6790625010602391,-0.6149085226626666,0,-0.846379944727628,0.9075605649122449,2,2,3,0,0,0,0
-0.8316773490927678,-0.2976600637868451,0.9991184165350661,-0.5654651171932509,0,-0.7898844952197593,0.8318550111466857,1,1,1,0,0,0,0
-0.8985309156172776,-1.0342600731579046,-0.23526605467068012,-0.501413432835144,2,-1.2584282775513227,0.8985088139185368,4,0,0,0,0,0,2
-0.8263292276978995,-1.0342600731579046,1.3946933629060199,-0.40714990136877705,7,-1.2043891519351004,0.8265062491958577,1,1,0,0,0,0,0
-0.8111044989761098,-0.5431934002438649,-0.09069850398892605,-0.5190878449850876,8,-0.9139288517479058,0.8112828497973489,3,4,4,0,0,0,2
-0.8922197225536017,-1.2797934096149244,0.18890467095600486,-0.38135264403457214,7,-1.3935260915918783,0.892337165513736,1,3,3,0,0,0,2
-0.8191041410931847,-0.5431934002438649,1.5106651343320419,-0.5253485359373838,1,-0.920069661477022,0.8191002711100968,4,4,4,0,0,0,0
-0.8416687053844834,-0.2976600637868451,1.3660975836502878,-0.5719987100588522,3,-0.7972534668946987,0.8417296485943672,0,0,0,0,0,0,0
-0.8248948656379731,-0.7887267367008847,0.3858978169399335,-0.483161110751142,3,-1.0637646091383404,0.8248604762879111,0,2,0,0,0,0,2
-0.7808517540436063,-0.7887267367008847,1.6949490450912008,-0.4400265553951939,3,-1.0312183175740246,0.7808360510003299,2,1,1,0,0,0,0
-0.8686429084657266,-0.5431934002438649,2.1731340204231566,-0.56416481984162,3,-0.9569145198517189,0.8684734583485053,1,1,2,0,0,0,0
-0.8894739437531711,-1.2797934096149244,1.045189394224856,-0.3759909240908108,7,-1.391069767700232,0.8894570629248285,4,1,2,0,0,0,0
-0.8950392685456854,-0.7887267367008847,1.4248777965648471,-0.5518521276354376,1,-1.1159614918358278,0.8952172681026429,4,2,0,0,0,0,0
-0.8920189118652119,-0.5431934002438649,0.26357142790152627,-0.5824813541405173,6,-0.9747228680661559,0.891925722286749,0,2,2,0,0,0,2
-0.8617456760461379,-0.7887267367008847,2.2620986669965437,-0.5192483755223261,7,-1.091398252919363,0.8618903667167171,4,3,3,0,0,0,0
-0.8446030003413612,-1.2797934096149244,0.2699260455139109,-0.28810045495280695,4,-1.3579093951630046,0.8446097511832746,3,4,1,0,0,0,2
-0.8472463247089397,-0.5431934002438649,2.023800506532114,-0.547405431753935,0,-0.940948414556017,0.8470784105451946,4,0,4,0,0,0,0
-0.8246858585949554,-1.0342600731579046,2.1397722779581363,-0.40499879216978296,0,-1.2031609899892772,0.8248604762879111,3,3,4,0,0,0,0
-0.8580532182861561,-0.5431934002438649,1.544026876797062,-0.5558653910663967,5,-0.948931467203868,0.8581873776738369,3,1,2,0,0,0,0
-0.7990189740769019,-1.2797934096149244,1.807743507711031,-0.1988133701408294,0,-1.323520860679954,0.7989395529877463,4,0,1,0,0,0,0
-0.8694338566873433,-0.5431934002438649,0.7957706529387527,-0.5647748358831258,7,-0.9575286008246306,0.8692963448024786,0,1,1,0,0,0,2
-0.7471073620395106,-1.0342600731579046,2.1159424619116938,-0.3037040231723759,2,-1.1454373785355854,0.7470977063874178,1,1,0,0,0,0,0
-0.8329436858828169,-0.5431934002438649,1.6107503617271026,-0.5362004002546972,0,-0.9305090380165195,0.833089340827646,1,2,3,0,0,0,0
-0.8937155572732393,-1.0342600731579046,0.42084821380805,-0.49513668882912387,0,-1.254743791713853,0.8935714951946963,4,1,4,0,0,0,2
-0.902473362193418,0.1934066091271945,-0.4131953478174544,-0.6379767608638194,2,-0.5632886162153727,0.9026232461884045,4,3,4,0,0,0,2
-0.8388122757965728,-0.7887267367008847,1.0324801590000863,-0.49679015336267907,9,-1.0742039856778378,0.8388495460054604,0,4,1,0,0,0,0
-0.8677454076339441,-1.0342600731579046,1.8903535366720332,-0.4612165863106577,6,-1.2357072815535928,0.8676505718945314,0,3,2,0,0,0,0
-0.8293249953144884,-1.0342600731579046,1.9475450951834963,-0.41105079342366924,1,-1.2068454758267468,0.8293863517847652,1,4,1,0,0,0,0
-0.8391934062867817,-0.7887267367008847,1.8744669926410715,-0.49715937359832724,2,-1.0748180666507494,0.8392609892324466,1,3,0,0,0,0,0
